transaction_id,client_id,date,amount,category,mcc,merchant,is_international
TXN343007,C104,2024-09-04,2116.95,fuel,2029,Merchant_68,False
TXN929906,C104,2024-07-08,2236.14,utilities,6918,Merchant_100,False
TXN780027,C104,2024-08-28,44089.44,shopping,6309,Merchant_27,True
TXN386780,C104,2024-12-26,31714.99,forex,5314,Merchant_149,True
TXN483041,C104,2024-10-05,8775.11,emi,2275,Merchant_133,False
TXN525556,C104,2024-05-08,48636.44,healthcare,6781,Merchant_89,False
TXN245718,C104,2024-09-06,44369.88,shopping,8207,Merchant_43,True
TXN257538,C104,2024-04-27,25775.61,travel,4062,Merchant_41,False
TXN341535,C104,2024-07-04,35893.41,emi,7793,Merchant_85,False
TXN719489,C104,2024-02-28,33793.95,shopping,3641,Merchant_166,False
TXN721121,C104,2024-07-29,12259.15,groceries,3639,Merchant_35,False
TXN700067,C104,2024-11-18,2055.62,forex,3406,Merchant_15,True
TXN525151,C104,2024-03-26,46130.1,entertainment,1305,Merchant_185,False
TXN735988,C104,2024-12-04,47367.97,entertainment,8723,Merchant_124,False
TXN933215,C104,2024-03-28,41535.14,utilities,3979,Merchant_160,False
TXN859364,C104,2024-12-03,13299.58,forex,6614,Merchant_117,True
TXN238635,C104,2024-11-01,3535.26,emi,2778,Merchant_5,False
TXN628859,C104,2024-04-13,42993.63,forex,7877,Merchant_39,True
TXN728950,C104,2024-11-06,8953.37,travel,1639,Merchant_137,False
TXN732789,C104,2024-09-14,4750.18,travel,9835,Merchant_1,False
TXN145548,C104,2024-12-13,26150.01,healthcare,9680,Merchant_110,False
TXN717661,C104,2024-04-27,39498.82,shopping,2600,Merchant_109,False
TXN187889,C104,2024-03-09,23909.35,entertainment,5641,Merchant_154,False
TXN879769,C104,2024-10-05,12964.47,healthcare,1116,Merchant_148,True
TXN315397,C104,2024-09-24,26036.12,travel,6175,Merchant_105,False
TXN365953,C104,2024-07-04,7823.45,travel,5281,Merchant_138,False
TXN813666,C104,2024-08-04,18345.64,emi,7511,Merchant_194,False
TXN287401,C104,2024-04-14,27650.04,healthcare,7065,Merchant_144,False
TXN461083,C104,2024-10-11,12763.5,shopping,7522,Merchant_189,False
TXN833281,C104,2024-03-11,37415.93,travel,3650,Merchant_26,False
TXN454877,C104,2024-04-19,20087.99,forex,1852,Merchant_42,True
TXN594580,C104,2024-07-18,40238.03,groceries,8133,Merchant_23,False
TXN139589,C104,2024-02-02,11166.34,entertainment,7296,Merchant_103,False
TXN726495,C104,2024-11-10,14394.81,forex,1941,Merchant_199,True
TXN788793,C104,2024-03-30,22004.71,shopping,9489,Merchant_74,False
TXN832377,C104,2024-04-09,39219.58,groceries,4795,Merchant_158,False
TXN265092,C104,2024-03-27,18051.03,groceries,2422,Merchant_71,False
TXN310040,C104,2024-07-23,33516.14,fuel,9482,Merchant_4,False
TXN861411,C104,2024-12-26,45966.95,travel,6703,Merchant_89,False
TXN523579,C104,2024-05-21,30357.53,utilities,1076,Merchant_67,False
TXN627611,C104,2024-03-30,25361.28,healthcare,5821,Merchant_88,False
TXN664032,C104,2024-02-29,47839.8,forex,5098,Merchant_178,True
TXN913274,C105,2024-10-15,38521.36,shopping,8517,Merchant_175,False
TXN370343,C105,2024-08-23,43114.96,emi,2106,Merchant_98,False
TXN431067,C105,2024-11-20,33877.96,utilities,7757,Merchant_91,False
TXN972600,C105,2024-09-21,585.19,forex,5314,Merchant_64,True
TXN458605,C105,2024-05-27,20006.64,travel,2245,Merchant_142,False
TXN701581,C105,2024-04-01,15762.25,shopping,5408,Merchant_47,False
TXN871153,C105,2024-12-15,25000.07,utilities,4965,Merchant_68,False
TXN748645,C105,2024-04-15,10218.05,utilities,6833,Merchant_40,False
TXN795650,C105,2024-02-24,46017.39,travel,9071,Merchant_158,False
TXN989203,C105,2024-01-04,47903.86,forex,8901,Merchant_96,True
TXN702427,C105,2024-11-13,24667.78,fuel,5501,Merchant_126,False
TXN332881,C105,2024-04-03,14085.3,forex,3101,Merchant_14,True
TXN626883,C105,2024-09-26,23968.17,healthcare,6689,Merchant_101,False
TXN643377,C105,2024-12-17,22914.08,dining,8537,Merchant_81,False
TXN709231,C105,2024-12-18,689.82,groceries,2650,Merchant_84,False
TXN375617,C105,2024-07-04,43105.92,emi,4885,Merchant_69,False
TXN544536,C105,2024-08-29,17220.51,emi,4449,Merchant_108,False
TXN572623,C105,2024-12-24,18317.39,fuel,3947,Merchant_147,False
TXN855829,C105,2024-03-08,34331.99,emi,5422,Merchant_61,False
TXN938900,C105,2024-10-11,42829.81,healthcare,3450,Merchant_122,False
TXN990649,C105,2024-01-05,21133.88,dining,9470,Merchant_137,False
TXN695417,C105,2024-06-10,15071.71,shopping,1781,Merchant_102,False
TXN599687,C105,2024-02-20,3095.82,dining,2577,Merchant_116,False
TXN949363,C105,2024-06-20,18112.0,entertainment,5222,Merchant_89,False
TXN734992,C105,2024-01-11,6149.75,healthcare,4259,Merchant_148,False
TXN918213,C105,2024-10-21,8809.49,forex,5663,Merchant_91,True
TXN872303,C105,2024-06-15,24425.94,forex,8322,Merchant_21,True
TXN251884,C105,2024-07-14,14397.53,emi,3745,Merchant_164,False
TXN990136,C105,2024-06-21,31600.54,healthcare,2168,Merchant_21,False
TXN405509,C105,2024-03-23,11488.08,fuel,5382,Merchant_155,False
TXN480805,C105,2024-11-26,13635.28,healthcare,9535,Merchant_116,False
TXN863124,C105,2024-07-30,9275.92,dining,4844,Merchant_170,True
TXN200195,C105,2024-05-08,10607.52,travel,2045,Merchant_122,False
TXN902156,C105,2024-10-07,1415.61,groceries,2363,Merchant_27,False
TXN508783,C105,2024-05-14,7848.19,emi,6068,Merchant_59,False
TXN652329,C105,2024-05-06,22213.71,entertainment,3795,Merchant_8,False
TXN599284,C105,2024-01-18,43032.4,fuel,8654,Merchant_139,False
TXN831510,C105,2024-05-19,22297.76,forex,9835,Merchant_46,True
TXN691380,C105,2024-10-29,22881.52,emi,8126,Merchant_135,False
TXN464032,C105,2024-11-23,15552.1,forex,8891,Merchant_139,True
TXN372427,C105,2024-04-26,22148.83,travel,3551,Merchant_78,False
TXN242921,C105,2024-01-06,26213.48,groceries,6634,Merchant_74,False
TXN615827,C105,2024-08-28,515.02,forex,8816,Merchant_77,True
TXN935471,C105,2024-01-05,39918.44,healthcare,1118,Merchant_141,False
TXN513927,C105,2024-07-10,20645.62,utilities,5094,Merchant_42,False
TXN183057,C105,2024-11-26,41438.5,healthcare,7917,Merchant_161,False
TXN743003,C105,2024-05-02,38250.46,forex,5454,Merchant_73,True
TXN532961,C105,2024-11-28,40459.55,forex,4080,Merchant_18,True
TXN747736,C105,2024-04-03,14550.81,dining,8418,Merchant_70,False
TXN259540,C105,2024-12-24,24650.6,emi,1813,Merchant_137,False
TXN231113,C105,2024-01-12,48619.4,dining,8183,Merchant_187,False
TXN327738,C105,2024-01-05,4600.83,utilities,6601,Merchant_108,True
TXN929868,C105,2024-06-08,49898.38,shopping,1519,Merchant_85,False
TXN174852,C105,2024-02-11,2896.31,dining,9899,Merchant_121,False
TXN500112,C105,2024-04-02,44795.38,utilities,1206,Merchant_32,False
TXN359168,C105,2024-12-31,19301.42,utilities,1549,Merchant_51,False
TXN595793,C105,2024-08-23,26104.84,travel,7375,Merchant_175,False
TXN880900,C105,2024-06-08,8014.71,fuel,9534,Merchant_32,False
TXN154617,C105,2024-05-09,31962.15,shopping,4568,Merchant_29,False
TXN389511,C105,2024-04-30,16293.22,healthcare,2960,Merchant_102,False
TXN824305,C105,2024-05-04,48444.86,groceries,8786,Merchant_177,False
TXN265358,C105,2024-11-01,18632.79,dining,9190,Merchant_24,False
TXN896456,C105,2024-12-17,16987.26,emi,1983,Merchant_16,False
TXN231939,C105,2024-07-01,35096.27,dining,8992,Merchant_60,False
TXN893454,C105,2024-06-11,39449.24,forex,6690,Merchant_113,True
TXN241276,C105,2024-04-08,34493.57,groceries,5107,Merchant_11,False
TXN613898,C105,2024-09-05,27995.34,shopping,4109,Merchant_146,False
TXN867979,C105,2024-04-05,17448.47,forex,8674,Merchant_71,True
TXN656937,C105,2024-11-02,8101.14,forex,3539,Merchant_116,True
TXN913608,C105,2024-05-31,27126.14,entertainment,9289,Merchant_98,False
TXN750324,C105,2024-04-04,31024.76,groceries,4912,Merchant_83,False
TXN299092,C105,2024-02-02,40970.58,forex,9586,Merchant_175,True
TXN396882,C105,2024-09-11,7791.16,forex,6285,Merchant_105,True
TXN169918,C105,2024-11-24,5612.16,fuel,1717,Merchant_34,False
TXN203550,C105,2024-04-01,10183.74,groceries,1521,Merchant_147,False
TXN835381,C105,2024-11-24,32930.27,healthcare,5193,Merchant_13,False
TXN318877,C105,2024-07-06,30337.09,utilities,9051,Merchant_21,False
TXN536158,C105,2024-08-27,18110.21,groceries,7046,Merchant_182,False
TXN173807,C105,2024-01-30,13364.2,emi,5979,Merchant_20,True
TXN860397,C105,2024-04-20,4946.25,forex,4784,Merchant_137,True
TXN697717,C105,2024-07-16,9736.66,utilities,3931,Merchant_143,False
TXN704570,C105,2024-10-12,37330.81,healthcare,6864,Merchant_173,False
TXN289159,C105,2024-08-22,44152.92,healthcare,7579,Merchant_130,False
TXN469438,C105,2024-06-21,26741.63,dining,6163,Merchant_141,False
TXN966286,C105,2024-06-15,20675.93,fuel,6299,Merchant_156,False
TXN676967,C105,2024-05-03,27326.75,emi,5162,Merchant_93,False
TXN136346,C105,2024-08-19,47995.24,shopping,5660,Merchant_153,True
TXN416503,C105,2024-01-09,6840.78,forex,1107,Merchant_77,True
TXN961866,C105,2024-04-23,42800.45,utilities,5521,Merchant_142,True
TXN699378,C105,2024-09-18,28576.34,forex,3534,Merchant_25,True
TXN484914,C105,2024-01-20,17847.22,shopping,5093,Merchant_60,False
TXN327999,C105,2024-05-11,4686.07,entertainment,2264,Merchant_186,False
TXN823092,C105,2024-06-15,8727.83,shopping,2562,Merchant_153,False
TXN500080,C105,2024-11-24,1964.84,entertainment,2285,Merchant_200,False
TXN536754,C105,2024-01-29,17461.72,fuel,2974,Merchant_198,False
TXN762903,C105,2024-04-26,46439.79,emi,7266,Merchant_14,False
TXN666157,C105,2024-06-05,2154.99,forex,3450,Merchant_84,True
TXN511967,C105,2024-09-14,7744.55,utilities,8300,Merchant_193,False
TXN403859,C105,2024-10-31,25285.99,emi,7460,Merchant_38,False
TXN151706,C105,2024-03-08,4219.0,fuel,9980,Merchant_103,False
TXN831770,C105,2024-05-14,19986.5,travel,3136,Merchant_196,False
TXN783932,C105,2024-03-10,28008.88,shopping,4212,Merchant_144,False
TXN175124,C105,2024-11-11,12387.67,forex,5362,Merchant_199,True
TXN217996,C105,2024-08-08,34268.42,fuel,7776,Merchant_109,False
TXN787247,C105,2024-07-06,9605.44,fuel,1396,Merchant_198,False
TXN941792,C105,2024-06-05,49383.83,dining,8245,Merchant_160,False
TXN309385,C105,2024-03-15,2339.39,shopping,7124,Merchant_40,False
TXN751168,C105,2024-02-13,37005.12,travel,3419,Merchant_74,False
TXN571923,C105,2024-01-08,34720.38,fuel,8719,Merchant_6,False
TXN672967,C105,2024-06-18,37026.65,utilities,9573,Merchant_193,False
TXN865380,C105,2024-05-12,24203.01,forex,3315,Merchant_178,True
TXN652388,C105,2024-12-23,18892.67,groceries,1712,Merchant_66,False
TXN747983,C105,2024-03-28,14272.28,groceries,5444,Merchant_14,False
TXN795186,C105,2024-08-26,3423.23,groceries,6901,Merchant_28,False
TXN342397,C105,2024-01-10,43383.78,entertainment,7237,Merchant_131,False
TXN726111,C105,2024-12-29,45203.22,travel,9709,Merchant_23,False
TXN847078,C105,2024-04-05,25082.48,utilities,1352,Merchant_11,False
TXN613731,C105,2024-05-06,15315.88,forex,7445,Merchant_191,True
TXN755602,C105,2024-03-21,17404.32,groceries,5953,Merchant_61,False
TXN505977,C105,2024-09-13,40613.45,entertainment,1482,Merchant_143,False
TXN788842,C105,2024-05-23,7670.24,utilities,3248,Merchant_23,False
TXN742198,C105,2024-07-14,48034.22,forex,4726,Merchant_107,True
TXN734775,C105,2024-05-03,7722.18,emi,6395,Merchant_115,False
TXN667650,C105,2024-10-04,10417.19,dining,4314,Merchant_36,False
TXN550955,C105,2024-06-07,45487.18,forex,3378,Merchant_168,True
TXN854388,C105,2024-10-16,15943.06,dining,2939,Merchant_48,False
TXN534152,C105,2024-06-11,36381.27,dining,7737,Merchant_78,False
TXN237935,C105,2024-08-14,7682.66,entertainment,4026,Merchant_7,False
TXN342128,C105,2024-11-09,13416.44,emi,4804,Merchant_60,False
TXN599753,C105,2024-12-17,18027.14,groceries,3196,Merchant_129,False
TXN993522,C105,2024-11-05,35629.75,shopping,7348,Merchant_126,False
TXN528436,C105,2024-08-30,8272.94,dining,1245,Merchant_70,False
TXN894586,C105,2024-07-30,37144.1,utilities,4351,Merchant_17,False
TXN440677,C105,2024-03-31,43369.74,shopping,8496,Merchant_64,False
TXN964371,C105,2024-08-06,38833.11,healthcare,7232,Merchant_185,False
TXN722650,C105,2024-06-09,30614.09,healthcare,9784,Merchant_135,False
TXN967182,C105,2024-11-24,26080.39,groceries,1694,Merchant_63,False
TXN870881,C105,2024-09-22,19841.0,forex,1643,Merchant_143,True
TXN151690,C105,2024-07-17,38281.48,forex,4110,Merchant_75,True
TXN399803,C105,2024-08-13,44231.44,healthcare,8558,Merchant_43,False
TXN642081,C105,2024-08-04,30695.4,entertainment,3330,Merchant_119,False
TXN288503,C105,2024-11-26,4613.0,shopping,9952,Merchant_35,False
TXN575718,C105,2024-07-20,16240.7,healthcare,4308,Merchant_117,True
TXN846030,C105,2024-02-16,16271.33,entertainment,3686,Merchant_184,False
TXN480573,C105,2024-03-04,5796.83,travel,2397,Merchant_135,False
TXN741804,C105,2024-12-28,36371.0,healthcare,3619,Merchant_97,False
TXN451475,C105,2024-10-08,2290.91,healthcare,3459,Merchant_42,False
TXN423026,C105,2024-03-15,38480.92,dining,6071,Merchant_187,False
TXN237962,C105,2024-08-16,31360.0,entertainment,4323,Merchant_1,False
TXN622864,C105,2024-11-14,709.17,entertainment,9904,Merchant_2,False
TXN598820,C105,2024-11-07,11970.13,shopping,8434,Merchant_105,False
TXN673929,C105,2024-08-14,30100.71,travel,5556,Merchant_159,True
TXN317723,C105,2024-11-17,41024.06,forex,1801,Merchant_48,True
TXN995304,C105,2024-03-16,32698.52,groceries,1531,Merchant_171,True
TXN151413,C105,2024-10-22,14992.23,emi,2784,Merchant_107,False
TXN825104,C105,2024-04-01,33637.32,dining,3906,Merchant_117,False
TXN413833,C105,2024-10-23,46580.84,fuel,6289,Merchant_95,False
TXN168079,C105,2024-07-13,37946.26,travel,5797,Merchant_121,False
TXN652654,C105,2024-03-09,34761.51,travel,7779,Merchant_135,False
TXN865175,C105,2024-04-17,30641.48,utilities,9666,Merchant_23,False
TXN401137,C105,2024-09-04,46701.19,emi,7996,Merchant_156,False
TXN471042,C105,2024-06-11,26317.02,entertainment,3125,Merchant_158,False
TXN616428,C105,2024-10-15,26033.32,shopping,3947,Merchant_157,False
TXN125151,C105,2024-04-29,48964.96,entertainment,8616,Merchant_161,True
TXN534153,C105,2024-03-01,39998.26,utilities,1745,Merchant_86,False
TXN322652,C105,2024-06-28,40321.57,forex,1185,Merchant_164,True
TXN414870,C105,2024-04-13,12795.43,entertainment,9301,Merchant_141,False
TXN515287,C105,2024-06-14,5780.45,groceries,1477,Merchant_45,False
TXN602381,C105,2024-04-09,41707.88,fuel,8774,Merchant_10,False
TXN663051,C105,2024-11-26,24126.63,dining,6490,Merchant_119,False
TXN860180,C105,2024-07-30,41771.78,groceries,6169,Merchant_143,False
TXN938373,C105,2024-10-01,10492.3,groceries,6793,Merchant_17,False
TXN493468,C105,2024-03-17,42052.88,entertainment,9753,Merchant_43,False
TXN920347,C105,2024-10-19,19539.36,emi,6050,Merchant_181,False
TXN349185,C105,2024-06-10,13647.72,groceries,7088,Merchant_116,False
TXN492393,C105,2024-06-03,26302.51,utilities,1612,Merchant_200,False
TXN606109,C105,2024-04-13,22244.33,travel,9192,Merchant_40,True
TXN649063,C105,2024-04-07,46189.47,fuel,6084,Merchant_199,False
TXN641218,C105,2024-06-16,38497.12,dining,3174,Merchant_53,False
TXN221462,C105,2024-01-19,19440.65,shopping,1067,Merchant_80,False
TXN148381,C105,2024-01-23,43606.57,emi,2689,Merchant_134,False
TXN769883,C105,2024-12-03,1221.77,entertainment,4438,Merchant_83,False
TXN910326,C105,2024-04-12,14399.71,utilities,8227,Merchant_172,False
TXN115997,C105,2024-03-01,7551.1,entertainment,9422,Merchant_27,False
TXN433955,C105,2024-04-15,17580.88,forex,5440,Merchant_37,True
TXN426503,C105,2024-12-26,28746.74,entertainment,6549,Merchant_139,False
TXN808308,C105,2024-08-15,6590.69,groceries,1826,Merchant_28,False
TXN838908,C105,2024-07-15,4397.37,groceries,8304,Merchant_158,False
TXN895242,C105,2024-07-01,16683.37,entertainment,9740,Merchant_21,False
TXN832534,C105,2024-08-26,6676.58,emi,8672,Merchant_25,False
TXN588003,C105,2024-08-21,34255.45,entertainment,8709,Merchant_60,False
TXN481104,C105,2024-04-24,43068.7,dining,7423,Merchant_47,False
TXN575301,C105,2024-12-24,39460.06,fuel,8987,Merchant_8,False
TXN986850,C105,2024-02-03,5733.06,shopping,3798,Merchant_73,False
TXN525392,C105,2024-06-27,28776.45,emi,2752,Merchant_84,False
TXN520286,C105,2024-10-11,39642.3,travel,7773,Merchant_62,False
TXN502460,C105,2024-11-13,27442.66,utilities,2082,Merchant_88,False
TXN694764,C105,2024-04-16,21614.31,emi,6606,Merchant_140,False
TXN875282,C105,2024-12-21,8736.96,utilities,8972,Merchant_30,False
TXN961953,C105,2024-10-30,23199.13,emi,8294,Merchant_46,False
TXN953610,C105,2024-06-06,3573.42,healthcare,7208,Merchant_84,False
TXN708979,C105,2024-09-10,4617.6,groceries,1003,Merchant_194,False
TXN745474,C105,2024-03-16,22703.42,dining,8326,Merchant_51,False
TXN812569,C105,2024-04-15,15056.79,fuel,5989,Merchant_112,False
TXN635218,C105,2024-06-25,29178.08,travel,7622,Merchant_33,False
TXN155708,C105,2024-05-30,18524.22,groceries,1013,Merchant_181,False
TXN132699,C105,2024-10-13,5573.95,fuel,4854,Merchant_111,False
TXN501384,C105,2024-12-25,19773.99,emi,7652,Merchant_98,False
TXN281833,C105,2024-08-10,10639.68,forex,8780,Merchant_36,True
TXN477789,C105,2024-04-06,19291.29,forex,7835,Merchant_40,True
TXN116470,C105,2024-05-27,6800.44,dining,3359,Merchant_185,False
TXN243885,C105,2024-09-06,48751.25,healthcare,7813,Merchant_117,False
TXN576467,C105,2024-12-22,46522.52,emi,9346,Merchant_109,False
TXN545405,C105,2024-10-09,19297.26,shopping,1121,Merchant_148,False
TXN672696,C105,2024-09-12,35635.29,utilities,7012,Merchant_9,False
TXN708455,C105,2024-01-20,24215.08,emi,8889,Merchant_177,False
TXN887042,C105,2024-02-10,36536.25,dining,5578,Merchant_120,False
TXN357143,C105,2024-09-21,26215.5,travel,8740,Merchant_162,False
TXN707784,C105,2024-12-05,34235.29,travel,6119,Merchant_157,False
TXN576089,C105,2024-01-28,26798.16,fuel,9399,Merchant_121,True
TXN936997,C105,2024-10-20,21108.7,fuel,5827,Merchant_75,False
TXN418841,C105,2024-03-26,34783.05,groceries,5267,Merchant_16,False
TXN788201,C105,2024-11-18,28949.24,shopping,5780,Merchant_189,False
TXN630155,C105,2024-11-15,14412.1,groceries,2259,Merchant_72,False
TXN369437,C105,2024-05-09,30828.31,dining,1232,Merchant_190,False
TXN258477,C105,2024-02-27,8813.23,emi,8317,Merchant_95,False
TXN289592,C105,2024-03-30,39148.13,entertainment,9640,Merchant_9,False
TXN961639,C105,2024-06-24,48370.55,travel,3525,Merchant_127,False
TXN768545,C105,2024-07-30,11973.58,healthcare,3740,Merchant_54,False
TXN959340,C105,2024-10-22,2810.86,fuel,2900,Merchant_14,False
TXN882395,C105,2024-03-26,19997.37,shopping,9724,Merchant_60,False
TXN555851,C105,2024-07-13,23782.02,healthcare,1194,Merchant_74,False
TXN816047,C105,2024-08-17,33956.82,healthcare,1672,Merchant_25,False
TXN783740,C105,2024-09-29,47813.56,fuel,5466,Merchant_86,False
TXN712553,C105,2024-05-18,40135.59,entertainment,7408,Merchant_119,False
TXN304394,C105,2024-12-11,36742.24,utilities,9518,Merchant_87,False
TXN108887,C105,2024-12-12,15732.16,dining,2113,Merchant_4,True
TXN468591,C105,2024-07-29,26310.69,travel,4594,Merchant_186,False
TXN196407,C105,2024-05-25,9734.67,entertainment,1931,Merchant_153,True
TXN842470,C105,2024-12-02,47529.4,utilities,2965,Merchant_23,False
TXN779378,C105,2024-11-05,18860.33,dining,4027,Merchant_29,False
TXN179392,C105,2024-12-22,12741.45,dining,8429,Merchant_71,False
TXN390756,C105,2024-08-06,12941.1,fuel,2022,Merchant_98,False
TXN952283,C105,2024-07-17,49798.33,fuel,5336,Merchant_46,False
TXN739947,C105,2024-08-13,24636.92,travel,7432,Merchant_46,False
TXN552202,C105,2024-11-26,5510.68,shopping,4578,Merchant_158,False
TXN208304,C105,2024-11-25,45639.2,travel,1571,Merchant_19,False
TXN119676,C105,2024-02-06,36404.5,emi,9154,Merchant_39,False
TXN379378,C105,2024-11-30,46651.4,groceries,3483,Merchant_180,False
TXN908442,C105,2024-06-17,28774.55,healthcare,9039,Merchant_123,False
TXN923532,C105,2024-08-11,42218.05,healthcare,2148,Merchant_139,False
TXN917710,C105,2024-04-25,19282.75,groceries,8898,Merchant_32,False
TXN476353,C105,2024-10-17,46758.61,forex,6463,Merchant_175,True
TXN778506,C105,2024-06-04,2854.21,healthcare,2485,Merchant_94,False
TXN903741,C105,2024-09-30,4114.79,fuel,5750,Merchant_166,False
TXN792829,C105,2024-04-13,27768.33,dining,4129,Merchant_77,False
TXN476712,C105,2024-12-22,44833.39,healthcare,8970,Merchant_22,False
TXN302472,C105,2024-11-19,36792.68,shopping,1415,Merchant_185,False
TXN666809,C105,2024-10-30,24512.7,utilities,6041,Merchant_128,False
TXN455766,C105,2024-09-30,48332.05,shopping,1918,Merchant_87,True
TXN799731,C105,2024-01-22,5997.54,healthcare,9570,Merchant_118,False
TXN707488,C105,2024-12-13,7532.79,forex,4817,Merchant_19,True
TXN748410,C105,2024-01-19,24495.85,dining,1750,Merchant_63,True
TXN422266,C105,2024-12-25,816.82,dining,2594,Merchant_117,False
TXN957179,C105,2024-11-08,41784.07,dining,2742,Merchant_30,False
TXN943530,C105,2024-09-11,39978.84,emi,4320,Merchant_110,False
TXN703945,C105,2024-06-21,16279.32,healthcare,9943,Merchant_36,False
TXN451801,C105,2024-06-13,38234.97,utilities,2035,Merchant_31,False
TXN487896,C105,2024-05-20,37901.75,dining,3703,Merchant_113,False
TXN988528,C105,2024-05-04,2130.87,emi,7162,Merchant_200,False
TXN107574,C105,2024-03-21,43993.38,groceries,3939,Merchant_23,False
TXN946632,C105,2024-12-27,44357.07,emi,8798,Merchant_178,False
TXN572298,C105,2024-03-05,7240.08,utilities,7750,Merchant_62,False
TXN852037,C105,2024-03-30,34614.51,emi,9190,Merchant_157,False
TXN347085,C105,2024-02-15,17457.89,entertainment,4144,Merchant_31,True
TXN665940,C105,2024-09-28,30984.15,travel,9315,Merchant_57,False
TXN935309,C105,2024-08-25,13893.69,utilities,3444,Merchant_176,False
TXN145209,C105,2024-08-30,8898.56,shopping,1885,Merchant_166,False
TXN746781,C105,2024-07-05,10558.53,entertainment,8424,Merchant_12,False
TXN923648,C105,2024-02-23,46250.58,groceries,1476,Merchant_125,False
TXN566428,C105,2024-09-20,3635.89,travel,6340,Merchant_108,False
TXN338846,C105,2024-04-11,11580.16,fuel,2606,Merchant_61,False
TXN593869,C105,2024-07-30,18839.07,utilities,8936,Merchant_14,False
TXN286710,C105,2024-08-11,10886.64,dining,7346,Merchant_96,False
TXN382795,C105,2024-03-10,36019.08,shopping,4313,Merchant_86,False
TXN243132,C105,2024-03-06,34641.31,groceries,2820,Merchant_120,False
TXN409499,C105,2024-08-22,8642.95,healthcare,3568,Merchant_164,False
TXN340860,C105,2024-11-09,28948.26,dining,2416,Merchant_106,False
TXN596489,C105,2024-09-24,43123.73,shopping,8581,Merchant_72,False
TXN720517,C106,2024-05-06,16432.07,utilities,3440,Merchant_147,False
TXN593515,C106,2024-01-03,49011.18,healthcare,9261,Merchant_9,True
TXN949049,C106,2024-08-05,19776.58,forex,2605,Merchant_116,True
TXN826830,C106,2024-09-10,4246.27,utilities,7662,Merchant_56,False
TXN195136,C106,2024-03-08,14859.94,fuel,1260,Merchant_123,False
TXN698087,C106,2024-12-08,8173.96,entertainment,1399,Merchant_117,False
TXN928226,C106,2024-08-25,43722.53,dining,7068,Merchant_161,False
TXN824304,C106,2024-08-25,43033.09,groceries,6454,Merchant_136,False
TXN742254,C106,2024-01-17,21352.52,entertainment,9887,Merchant_148,False
TXN157474,C106,2024-04-16,31060.72,travel,9433,Merchant_173,False
TXN749208,C106,2024-07-05,5637.23,groceries,1669,Merchant_94,False
TXN687997,C106,2024-07-06,32443.82,dining,4354,Merchant_36,False
TXN873199,C106,2024-06-20,27027.73,utilities,4437,Merchant_193,False
TXN813269,C106,2024-04-25,17700.31,fuel,7929,Merchant_71,False
TXN625808,C106,2024-01-28,18703.41,travel,9629,Merchant_32,False
TXN658739,C106,2024-08-28,33947.58,forex,5788,Merchant_116,True
TXN948083,C106,2024-11-13,40015.2,fuel,2075,Merchant_49,False
TXN402380,C106,2024-08-22,4100.5,travel,2260,Merchant_28,False
TXN257808,C106,2024-03-25,5690.03,entertainment,4346,Merchant_134,False
TXN667735,C106,2024-11-17,14729.16,groceries,3163,Merchant_122,False
TXN405677,C106,2024-06-26,22248.62,healthcare,4097,Merchant_17,False
TXN452192,C106,2024-01-12,41763.88,utilities,7745,Merchant_149,False
TXN655919,C106,2024-06-24,24358.8,fuel,9986,Merchant_114,False
TXN421383,C106,2024-08-22,28405.86,entertainment,3813,Merchant_67,False
TXN986585,C106,2024-04-26,18657.93,shopping,1775,Merchant_38,False
TXN268600,C106,2024-06-29,22850.73,entertainment,9770,Merchant_74,False
TXN798724,C106,2024-04-03,41982.65,dining,3514,Merchant_42,False
TXN232617,C106,2024-05-01,2153.46,travel,8223,Merchant_67,False
TXN797883,C106,2024-07-08,10337.25,dining,6192,Merchant_89,False
TXN659565,C106,2024-03-16,22476.61,fuel,5940,Merchant_32,False
TXN580290,C106,2024-01-13,46560.34,healthcare,6246,Merchant_40,False
TXN447372,C106,2024-01-03,48782.49,forex,5842,Merchant_122,True
TXN863933,C106,2024-05-28,33377.7,emi,8243,Merchant_87,False
TXN246195,C106,2024-12-18,36608.86,travel,2914,Merchant_79,False
TXN474754,C106,2024-01-13,30914.35,healthcare,2515,Merchant_84,False
TXN332934,C106,2024-01-29,32101.5,emi,5553,Merchant_51,False
TXN804179,C106,2024-01-12,26966.77,travel,2431,Merchant_132,False
TXN636405,C106,2024-07-20,24574.22,utilities,1918,Merchant_171,False
TXN487585,C106,2024-07-03,7482.5,healthcare,7326,Merchant_96,False
TXN567220,C106,2024-01-07,17311.52,entertainment,2435,Merchant_56,False
TXN944809,C106,2024-08-15,40203.91,healthcare,7944,Merchant_187,False
TXN250616,C106,2024-07-31,41792.03,dining,4404,Merchant_78,False
TXN169327,C106,2024-08-31,49333.25,forex,7156,Merchant_23,True
TXN283388,C106,2024-01-04,31976.42,healthcare,8571,Merchant_182,False
TXN403524,C106,2024-10-17,10042.95,dining,9037,Merchant_11,False
TXN585964,C106,2024-06-03,15265.33,emi,4678,Merchant_7,False
TXN974767,C106,2024-01-02,13207.58,dining,8742,Merchant_32,False
TXN821255,C106,2024-11-30,20916.12,entertainment,5009,Merchant_8,False
